,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,r_mean
SGNSLinearRegression10000,0.57453,0.0,0.494756,0.0,0.20691000000000007,0.039446,0.4254
SGNSLinearRegression02000,0.541152,0.0,0.42742800000000003,3.4e-05,0.17971200000000004,0.09326000000000001,0.38275600000000004
SGNSLinearRegression03000,0.54633,0.0,0.4502060000000001,8e-06,0.18371600000000002,0.079308,0.39342000000000005
SGNSLinearRegression04000,0.5515140000000001,0.0,0.4562280000000001,8e-06,0.18941000000000002,0.069254,0.399048
SGNSLinearRegression05000,0.560258,0.0,0.469878,0.0,0.19593000000000005,0.056139999999999995,0.408686
SGNSLinearRegression06000,0.562852,0.0,0.47670399999999996,0.0,0.197544,0.053902,0.41237
SGNSLinearRegression07000,0.565296,0.0,0.480732,0.0,0.201354,0.047894,0.41579200000000005
SGNSLinearRegression08000,0.568356,0.0,0.484282,0.0,0.204482,0.04284999999999999,0.419038
SGNSLinearRegression09000,0.5687260000000001,0.0,0.4910119999999999,0.0,0.20678800000000003,0.040084,0.42217
